user,item,rating
user1,movie2,3.216278307
user2,movie10,0.621241933
user3,movie2,0.806522087
user4,movie15,3.398519395
user5,movie3,0.780192437
user6,movie25,2.72503526
user7,movie10,2.257010056
user8,movie2,1.2347479
user9,movie3,1.468628404
user10,movie6,4.039733312
user11,movie27,2.816613439
user12,movie7,1.117802779
user13,movie8,0.268946862
user14,movie17,2.10006405
user15,movie19,2.364548387
user16,movie16,2.124173351
user17,movie11,1.244381717
user18,movie22,2.196087085
user19,movie29,3.447587532
user20,movie28,3.604330458
user21,movie17,0.041466165
user22,movie24,3.664529534
user23,movie25,3.427561491
user24,movie20,3.203262266
user25,movie10,2.435506682
user26,movie10,1.833211624
user27,movie26,1.229901435
user28,movie13,4.851637733
user29,movie25,1.186089651
user30,movie3,3.31775676
user31,movie19,1.501158314
user32,movie26,4.244340936
user33,movie23,0.807829299
user34,movie11,3.963282947
user35,movie27,1.688298411
user36,movie9,4.631629264
user37,movie17,0.008063769
user38,movie22,1.282244683
user39,movie12,1.506102515
user40,movie12,4.632443945
user41,movie28,3.868461177
user42,movie25,2.310176321
user43,movie21,3.021200543
user44,movie27,1.676670512
user45,movie9,1.286655899
user46,movie16,1.038418983
user47,movie28,4.476445624
user48,movie24,1.729688095
user49,movie10,1.366380642
user50,movie7,0.454927929
user51,movie18,2.607624792
user52,movie21,3.363145039
user53,movie20,1.45030569
user54,movie27,4.708718435
user55,movie27,4.423785448
user56,movie14,2.698964572
user57,movie18,3.607559245
user58,movie29,2.21158932
user59,movie21,0.272903221
user60,movie1,4.988665769
user61,movie7,2.470137578
user62,movie13,1.975217252
user63,movie14,3.136451563
user64,movie16,4.002884264
user65,movie13,4.206006558
user66,movie20,3.013515567
user67,movie29,2.466130219
user68,movie7,3.061636296
user69,movie16,4.161606848
user70,movie28,3.472626527
user71,movie23,2.76374626
user72,movie12,2.841000382
user73,movie23,0.798717155
user74,movie27,2.332650852
user75,movie4,3.398127781
user76,movie2,1.087583264
user77,movie26,2.202350219
user78,movie28,0.01525265
user79,movie26,4.776033437
user80,movie19,0.233116619
user81,movie11,2.553547402
user82,movie9,0.375913545
user83,movie6,4.650518416
user84,movie19,2.423113026
user85,movie28,4.461970838
user86,movie18,0.571819949
user87,movie6,1.298472582
user88,movie5,1.502908164
user89,movie9,2.147892891
user90,movie25,2.447530414
user91,movie1,2.559777255
user92,movie24,0.264032123
user93,movie7,1.70144988
user94,movie13,3.73439118
user95,movie26,4.116756168
user96,movie11,1.732294735
user97,movie23,3.15995742
user98,movie23,0.833039204
user99,movie13,0.433751493
user100,movie2,0.192467557
user101,movie18,3.429100125
user102,movie26,2.896520504
user103,movie3,0.782308435
user104,movie14,0.69583024
user105,movie15,1.035967595
user106,movie27,1.588980423
user107,movie28,4.024453586
user108,movie7,3.594470016
user109,movie22,1.240210095
user110,movie6,0.902207227
user111,movie26,1.653495286
user112,movie30,4.895411064
user113,movie9,0.574518502
user114,movie3,4.045584932
user115,movie28,0.857543616
user116,movie15,1.677842847
user117,movie3,1.938431847
user118,movie11,1.742424276
user119,movie11,2.385298504
user120,movie19,3.456571429
user121,movie25,0.207145794
user122,movie22,1.074364564
user123,movie3,0.114912076
user124,movie12,1.958440822
user125,movie21,0.87545129
user126,movie18,0.906218464
user127,movie4,3.688102221
user128,movie1,3.070952162
user129,movie1,3.559713139
user130,movie30,3.406633238
user131,movie17,3.17642943
user132,movie23,4.162818835
user133,movie10,1.323423926
user134,movie9,1.708415691
user135,movie5,1.269861211
user136,movie6,4.437931699
user137,movie15,4.448723025
user138,movie20,2.579356926
user139,movie16,4.767944055
user140,movie10,1.778263259
user141,movie14,3.898307045
user142,movie1,2.717169141
user143,movie27,1.713075855
user144,movie16,4.682795595
user145,movie3,2.720725988
user146,movie4,1.333886068
user147,movie12,4.319791986
user148,movie16,2.109343833
user149,movie19,0.2479466
user150,movie4,0.558241962
user151,movie26,3.737708265
user152,movie28,3.65419086
user153,movie15,0.03105498
user154,movie29,4.203518585
user155,movie24,4.942680517
user156,movie16,4.635882291
user157,movie6,2.909957182
user158,movie19,0.765107526
user159,movie27,4.46215865
user160,movie3,2.714690871
user161,movie27,1.847886002
user162,movie22,4.730031605
user163,movie30,1.748965001
user164,movie11,3.168563159
user165,movie4,1.10615058
user166,movie10,2.02390244
user167,movie23,3.266717961
user168,movie4,2.560334131
user169,movie24,1.700386895
user170,movie5,2.264544775
user171,movie17,2.442426877
user172,movie6,0.515867909
user173,movie21,0.053210588
user174,movie17,0.228849028
user175,movie12,3.611952061
user176,movie30,2.07040286
user177,movie28,1.269616623
user178,movie26,0.343439957
user179,movie10,3.271678876
user180,movie11,3.128410372
user181,movie27,3.959884366
user182,movie12,2.246449503
user183,movie10,4.070314834
user184,movie13,2.527045723
user185,movie9,1.822337375
user186,movie24,0.541553423
user187,movie15,3.680975966
user188,movie12,3.692065474
user189,movie26,3.534732447
user190,movie14,1.696455967
user191,movie16,4.65519487
user192,movie22,3.624035267
user193,movie10,4.610136686
user194,movie8,0.287754746
user195,movie17,3.003710747
user196,movie24,0.001497773
user197,movie30,0.141611879
user198,movie27,1.339928011
user199,movie14,0.943567197
user200,movie21,0.36289578
user201,movie5,3.713101585
user202,movie29,0.349434561
user203,movie5,3.997772283
user204,movie14,1.018706907
user205,movie23,2.709566904
user206,movie22,1.689626592
user207,movie18,3.271589372
user208,movie8,2.307829699
user209,movie11,2.345567552
user210,movie28,4.163276561
user211,movie29,3.25539895
user212,movie8,2.589065857
user213,movie1,1.202226461
user214,movie12,4.022731873
user215,movie25,4.66750935
user216,movie14,0.901776393
user217,movie24,1.716743416
user218,movie15,4.535271852
user219,movie28,3.423675236
user220,movie13,0.297953344
user221,movie3,1.18722767
user222,movie8,2.302009202
user223,movie23,0.426078994
user224,movie7,0.988007034
user225,movie26,1.645896923
user226,movie7,1.830644096
user227,movie13,1.410715518
user228,movie23,0.858891842
user229,movie14,4.238882929
user230,movie15,0.792723044
user231,movie24,3.908768976
user232,movie21,3.228625732
user233,movie27,2.517592581
user234,movie15,3.49579504
user235,movie1,1.921828261
user236,movie26,3.496234033
user237,movie13,2.727283892
user238,movie2,3.226160464
user239,movie5,4.095613759
user240,movie8,3.100509046
user241,movie22,0.56521403
user242,movie23,0.042837153
user243,movie14,1.731497441
user244,movie4,3.186252331
user245,movie9,3.932648773
user246,movie2,1.661198977
user247,movie9,0.088125757
user248,movie13,2.456213436
user249,movie13,2.304004356
user250,movie3,1.335524137
user251,movie9,2.538233145
user252,movie27,3.624062798
user253,movie7,4.033659238
user254,movie29,2.965772209
user255,movie3,4.317053155
user256,movie16,3.876828666
user257,movie29,3.179015908
user258,movie25,1.314804782
user259,movie21,3.271124112
user260,movie24,1.76201135
user261,movie18,2.119519843
user262,movie8,3.897423937
user263,movie12,0.996514386
user264,movie6,3.157543143
user265,movie10,0.476743467
user266,movie24,2.990689043
user267,movie12,2.680563606
user268,movie10,0.108284123
user269,movie15,0.466351495
user270,movie24,2.650150656
user271,movie29,2.225687063
user272,movie23,4.124145558
user273,movie9,2.873215375
user274,movie15,1.566213459
user275,movie13,0.236995744
user276,movie10,4.672606308
user277,movie10,0.230410015
user278,movie29,4.472891684
user279,movie4,2.362684464
user280,movie6,4.10152801
user281,movie30,3.564897677
user282,movie23,0.357837332
user283,movie13,1.629726851
user284,movie16,2.468318439
user285,movie15,4.392847601
user286,movie19,2.527780948
user287,movie25,2.911229997
user288,movie14,2.444934202
user289,movie18,4.490732984
user290,movie5,0.86210223
user291,movie9,4.814290788
user292,movie11,2.777163223
user293,movie25,2.161682347
user294,movie26,3.893131181
user295,movie23,4.493395775
user296,movie24,2.140759797
user297,movie1,3.927553201
user298,movie16,3.321873205
user299,movie4,3.93883367
user300,movie1,4.371200091
user301,movie5,1.688496645
user302,movie20,1.724746034
user303,movie28,0.244768051
user304,movie19,2.011416629
user305,movie12,2.092370876
user306,movie2,0.511455525
user307,movie29,3.800589095
user308,movie19,3.838546741
user309,movie11,3.875166712
user310,movie7,2.313134663
user311,movie10,2.790677119
user312,movie12,0.491850372
user313,movie18,3.810785701
user314,movie20,0.715628709
user315,movie23,1.257968782
user316,movie18,0.136944594
user317,movie30,0.753897071
user318,movie8,0.48008132
user319,movie19,1.045033721
user320,movie15,2.896408997
user321,movie3,2.060784368
user322,movie15,3.352250452
user323,movie3,4.51261331
user324,movie30,3.596635476
user325,movie8,0.507762373
user326,movie14,4.964172146
user327,movie3,1.578652045
user328,movie5,0.809011981
user329,movie18,0.273989581
user330,movie16,2.625083609
user331,movie5,2.747679979
user332,movie11,2.74890203
user333,movie11,0.195151919
user334,movie18,1.980783408
user335,movie2,2.935248505
user336,movie3,3.25602126
user337,movie15,2.364593763
user338,movie27,0.184571079
user339,movie1,4.484551655
user340,movie20,2.641518508
user341,movie17,1.14728753
user342,movie26,1.050887424
user343,movie28,2.592851629
user344,movie3,4.547622217
user345,movie21,1.837212512
user346,movie1,2.466940975
user347,movie12,2.691468514
user348,movie6,0.754984229
user349,movie2,4.712698067
user350,movie10,1.658427886
user351,movie25,3.190086776
user352,movie1,1.725341331
user353,movie4,4.327228262
user354,movie2,2.522819182
user355,movie2,0.686777438
user356,movie1,0.95644568
user357,movie13,1.991922194
user358,movie21,0.728750679
user359,movie7,3.332226259
user360,movie22,4.256074901
user361,movie18,3.805705169
user362,movie24,0.835897125
user363,movie23,2.544523365
user364,movie4,4.731324199
user365,movie20,3.657483284
user366,movie21,0.101650672
user367,movie15,1.623531373
user368,movie9,0.312499176
user369,movie25,4.145040816
user370,movie16,2.617894956
user371,movie15,3.354934978
user372,movie6,2.560505654
user373,movie29,3.296982642
user374,movie23,0.920312921
user375,movie16,2.101316283
user376,movie5,0.611562883
user377,movie21,4.055580956
user378,movie25,4.769563024
user379,movie30,4.785550655
user380,movie15,3.530822184
user381,movie19,4.113088701
user382,movie30,0.462744479
user383,movie6,1.219993497
user384,movie14,0.753429875
user385,movie4,2.709273282
user386,movie7,4.083551247
user387,movie25,4.28262838
user388,movie7,3.963613908
user389,movie11,4.770397531
user390,movie11,2.975519466
user391,movie11,2.008968309
user392,movie4,4.630530754
user393,movie2,1.082463979
user394,movie19,2.821365374
user395,movie24,1.133647281
user396,movie16,4.509644225
user397,movie2,1.15064561
user398,movie28,3.796715502
user399,movie4,0.876207068
user400,movie14,3.000506833
user401,movie7,0.3517992
user402,movie21,2.804418875
user403,movie24,0.629035752
user404,movie22,4.032532873
user405,movie10,3.8652727
user406,movie16,3.075032852
user407,movie3,3.629672253
user408,movie2,0.414864104
user409,movie8,3.190478663
user410,movie14,3.010443642
user411,movie29,2.962066374
user412,movie22,4.829248418
user413,movie16,1.059506339
user414,movie19,0.60145474
user415,movie12,1.040246982
user416,movie15,0.424457295
user417,movie20,3.68547134
user418,movie29,3.586027954
user419,movie14,4.065715156
user420,movie7,3.540037101
user421,movie25,4.75385643
user422,movie22,3.181470471
user423,movie28,3.46511911
user424,movie22,4.853375081
user425,movie3,4.056880913
user426,movie29,0.4291223
user427,movie2,0.279531915
user428,movie29,3.585274415
user429,movie30,0.696963992
user430,movie8,4.255614575
user431,movie16,0.752713148
user432,movie20,2.459474941
user433,movie22,3.141149541
user434,movie23,3.683204127
user435,movie22,3.262088603
user436,movie1,0.63881157
user437,movie18,2.600194337
user438,movie13,2.933323599
user439,movie1,1.963205621
user440,movie27,2.533392361
user441,movie27,4.016964573
user442,movie3,4.415832986
user443,movie10,0.562727704
user444,movie7,0.494655829
user445,movie9,3.795867257
user446,movie29,3.728042975
user447,movie7,0.409267461
user448,movie19,2.739984924
user449,movie20,3.810769224
user450,movie12,0.990801802
user451,movie15,4.71065458
user452,movie22,2.845043883
user453,movie3,4.120575624
user454,movie19,4.74784335
user455,movie30,4.929189688
user456,movie11,2.673695605
user457,movie25,2.460552524
user458,movie10,3.102436446
user459,movie6,1.344988505
user460,movie12,2.89176487
user461,movie2,3.752865255
user462,movie29,1.839374959
user463,movie12,0.776249271
user464,movie30,1.070528397
user465,movie6,1.047687679
user466,movie10,4.444544954
user467,movie2,1.696768701
user468,movie2,0.151901683
user469,movie15,2.397422546
user470,movie12,0.801524522
user471,movie15,0.458466872
user472,movie8,2.8076523
user473,movie15,3.355923059
user474,movie22,4.087939304
user475,movie6,3.417870365
user476,movie29,2.329837625
user477,movie29,0.684966767
user478,movie17,1.294812127
user479,movie4,2.204226073
user480,movie24,3.65644035
user481,movie23,0.418596599
user482,movie25,4.823964112
user483,movie6,0.25709204
user484,movie12,2.419407063
user485,movie14,3.972206691
user486,movie21,4.492123997
user487,movie4,3.369429608
user488,movie4,3.57004982
user489,movie28,2.721149455
user490,movie6,3.184968573
user491,movie11,4.059370641
user492,movie24,3.61492869
user493,movie26,2.254103948
user494,movie10,1.140949145
user495,movie27,0.32377005
user496,movie1,1.279963735
user497,movie27,0.600677185
user498,movie15,3.660688428
user499,movie9,3.042880935
user500,movie30,1.841750328
user501,movie5,4.878350135
user502,movie14,3.58253596
user503,movie28,3.501281767
user504,movie25,3.728746582
user505,movie26,2.347141304
user506,movie21,2.466223519
user507,movie23,0.647831514
user508,movie4,0.851713724
user509,movie16,3.691910064
user510,movie22,3.99298984
user511,movie1,0.983103445
user512,movie6,3.482026206
user513,movie11,1.373830012
user514,movie15,3.300336259
user515,movie18,1.890886915
user516,movie29,1.704250128
user517,movie7,1.317072773
user518,movie2,3.304047654
user519,movie18,2.963745868
user520,movie4,1.054336295
user521,movie19,4.862342781
user522,movie4,4.983681742
user523,movie4,2.18289883
user524,movie10,1.01708318
user525,movie6,2.997818163
user526,movie26,4.036593678
user527,movie11,2.128073917
user528,movie25,1.68593297
user529,movie23,3.379295456
user530,movie12,4.505511542
user531,movie8,4.638416603
user532,movie19,2.587126735
user533,movie30,2.369488551
user534,movie3,0.277273692
user535,movie12,1.049834711
user536,movie1,1.235421537
user537,movie2,1.122607673
user538,movie10,4.881897572
user539,movie13,3.787311991
user540,movie14,0.869212305
user541,movie18,1.752652321
user542,movie2,4.405666859
user543,movie22,3.099545466
user544,movie26,4.949598518
user545,movie30,0.057115082
user546,movie18,2.465657549
user547,movie4,2.294969366
user548,movie1,0.115324913
user549,movie11,4.176357063
user550,movie26,2.754887392
user551,movie11,0.753324791
user552,movie27,4.86197261
user553,movie1,4.787558807
user554,movie17,3.139274185
user555,movie17,1.073528309
user556,movie20,2.079779374
user557,movie14,2.84365847
user558,movie2,4.375385394
user559,movie5,3.333635185
user560,movie19,4.034061829
user561,movie8,0.086085574
user562,movie26,1.166648766
user563,movie22,3.792525426
user564,movie24,1.976154905
user565,movie29,4.682613537
user566,movie14,3.970785615
user567,movie1,1.703830703
user568,movie23,0.076834452
user569,movie20,2.069660338
user570,movie21,0.398917619
user571,movie27,1.946522003
user572,movie9,3.898183619
user573,movie11,3.308484635
user574,movie17,2.622188946
user575,movie20,3.015401702
user576,movie30,2.875482631
user577,movie10,2.231701851
user578,movie17,3.293341463
user579,movie1,0.451338993
user580,movie23,2.6231046
user581,movie11,4.915118498
user582,movie10,4.179367074
user583,movie1,4.44643916
user584,movie25,2.839409069
user585,movie2,0.580789046
user586,movie9,4.27367713
user587,movie8,0.592197816
user588,movie1,0.082767855
user589,movie14,1.891760556
user590,movie10,2.374009539
user591,movie14,2.502710377
user592,movie10,0.551665295
user593,movie3,1.506541772
user594,movie8,2.144807849
user595,movie17,3.517844165
user596,movie15,1.947920956
user597,movie23,0.153542512
user598,movie19,1.506710087
user599,movie28,4.491245991
user600,movie19,0.438782589
user601,movie16,2.230752195
user602,movie7,4.157099896
user603,movie10,2.377633173
user604,movie1,4.216412226
user605,movie28,4.451483953
user606,movie25,4.854711384
user607,movie6,2.730998596
user608,movie12,3.723025468
user609,movie16,1.52306217
user610,movie9,2.548436194
user611,movie17,4.861453201
user612,movie3,1.204884272
user613,movie11,1.710822323
user614,movie3,0.260838698
user615,movie30,4.559294766
user616,movie19,3.256245349
user617,movie15,1.367676729
user618,movie20,2.364116676
user619,movie26,4.636930921
user620,movie10,0.677233037
user621,movie24,2.763984109
user622,movie19,2.792275346
user623,movie30,0.028535866
user624,movie3,3.278363875
user625,movie9,3.07780527
user626,movie5,2.713033263
user627,movie20,3.162290522
user628,movie29,4.174675064
user629,movie23,3.07586333
user630,movie2,3.566522036
user631,movie26,4.818947785
user632,movie19,3.001909699
user633,movie15,0.1094852
user634,movie1,2.778817469
user635,movie28,0.509298117
user636,movie8,2.838833253
user637,movie28,1.318229688
user638,movie9,3.941003191
user639,movie23,4.166143682
user640,movie5,4.888315741
user641,movie16,4.924275712
user642,movie3,3.690480045
user643,movie20,2.186186981
user644,movie17,3.778676631
user645,movie28,2.457641678
user646,movie22,0.234575757
user647,movie12,3.387286255
user648,movie28,0.877302574
user649,movie10,2.041604647
user650,movie15,4.014634935
user651,movie11,1.109338022
user652,movie11,0.365870478
user653,movie3,1.34841442
user654,movie16,1.231812329
user655,movie19,4.817430413
user656,movie3,3.775710408
user657,movie6,3.496244112
user658,movie28,2.697905678
user659,movie2,2.714672606
user660,movie3,2.556395096
user661,movie20,1.013418465
user662,movie7,3.839093348
user663,movie20,1.612863556
user664,movie17,0.385869503
user665,movie20,2.287540409
user666,movie27,2.431080314
user667,movie4,1.326294721
user668,movie15,2.882700341
user669,movie9,2.771293104
user670,movie3,1.051539384
user671,movie3,3.158082262
user672,movie7,4.979265983
user673,movie19,2.341595955
user674,movie22,1.889111663
user675,movie7,2.026413588
user676,movie19,3.019209803
user677,movie25,1.915736286
user678,movie16,2.278482915
user679,movie4,2.963251075
user680,movie18,4.547658741
user681,movie13,0.027011392
user682,movie15,3.514025606
user683,movie8,2.833871574
user684,movie8,4.330506084
user685,movie6,0.379517943
user686,movie5,3.662281595
user687,movie12,1.348857177
user688,movie4,3.859803362
user689,movie14,0.639060446
user690,movie20,2.304933176
user691,movie13,0.972103653
user692,movie9,4.641724838
user693,movie19,4.696302856
user694,movie16,0.961422467
user695,movie19,4.917407052
user696,movie11,3.466525124
user697,movie22,1.533449255
user698,movie18,4.013597219
user699,movie6,3.798795971
user700,movie27,1.62030702
user701,movie1,0.641525166
user702,movie9,4.021584144
user703,movie23,3.629932674
user704,movie16,2.748797584
user705,movie10,1.225788416
user706,movie24,2.64647286
user707,movie2,1.725835964
user708,movie28,4.964477143
user709,movie6,4.88933529
user710,movie1,3.715706944
user711,movie2,3.728979867
user712,movie5,3.287971447
user713,movie13,0.388757634
user714,movie24,3.161201876
user715,movie28,2.100559954
user716,movie15,2.829523592
user717,movie17,4.42988681
user718,movie26,0.955388123
user719,movie11,2.678836555
user720,movie7,1.987855097
user721,movie30,1.286939656
user722,movie30,0.240000651
user723,movie13,2.062270833
user724,movie27,1.302384027
user725,movie1,3.924535326
user726,movie24,1.676831327
user727,movie17,0.949487725
user728,movie4,4.799005634
user729,movie19,4.823489266
user730,movie22,1.141842549
user731,movie21,4.999954417
user732,movie27,2.017581165
user733,movie18,0.673610941
user734,movie5,0.964477938
user735,movie20,1.151944988
user736,movie19,3.820528243
user737,movie11,1.280555999
user738,movie19,3.740931293
user739,movie17,4.385722416
user740,movie25,4.747503653
user741,movie4,0.588553991
user742,movie16,2.480959875
user743,movie26,1.357056364
user744,movie9,1.226014297
user745,movie14,0.45113305
user746,movie8,1.847806191
user747,movie5,2.407970508
user748,movie14,1.515077858
user749,movie1,4.809564539
user750,movie14,3.492222979
user751,movie17,3.227656698
user752,movie18,0.163425392
user753,movie13,0.261935458
user754,movie1,4.117227728
user755,movie16,1.764338905
user756,movie19,0.292348595
user757,movie11,3.209439384
user758,movie26,2.140150536
user759,movie5,2.915810608
user760,movie21,0.585487425
user761,movie14,2.027744423
user762,movie13,2.07702768
user763,movie4,3.413569894
user764,movie11,1.75526267
user765,movie5,0.940865224
user766,movie3,4.301037583
user767,movie12,4.872884652
user768,movie12,1.856608283
user769,movie24,0.450347551
user770,movie1,3.108412857
user771,movie13,3.788619228
user772,movie9,3.900473037
user773,movie29,1.157577134
user774,movie9,0.245804742
user775,movie19,2.54716892
user776,movie27,3.602033423
user777,movie27,0.92468928
user778,movie20,4.70911498
user779,movie6,0.093049612
user780,movie23,3.529308241
user781,movie25,4.345385031
user782,movie11,1.229189427
user783,movie21,3.544602185
user784,movie6,2.381143754
user785,movie4,0.76741761
user786,movie7,4.428233295
user787,movie14,0.830811712
user788,movie18,1.152961919
user789,movie11,4.372821015
user790,movie8,0.281746519
user791,movie27,1.23631432
user792,movie10,2.593283173
user793,movie5,0.523082602
user794,movie15,4.182670439
user795,movie19,0.58029663
user796,movie25,0.904698388
user797,movie19,3.10929766
user798,movie24,0.316154649
user799,movie1,1.732471251
user800,movie23,2.801181789
user801,movie23,3.369722799
user802,movie13,2.809393706
user803,movie6,4.037738245
user804,movie13,2.301327593
user805,movie26,2.973022501
user806,movie4,3.356853603
user807,movie24,4.400581064
user808,movie15,4.225146649
user809,movie4,3.753306739
user810,movie11,3.688251664
user811,movie13,1.299183513
user812,movie11,1.734451414
user813,movie12,4.617295671
user814,movie9,1.981465815
user815,movie8,1.299204574
user816,movie25,2.616492794
user817,movie9,4.831824995
user818,movie10,0.470111816
user819,movie21,2.247835079
user820,movie2,3.973844168
user821,movie9,1.707048423
user822,movie18,2.092021233
user823,movie17,3.149617101
user824,movie13,2.182122945
user825,movie5,1.434063669
user826,movie6,1.648995069
user827,movie20,3.129586091
user828,movie14,2.574785596
user829,movie16,4.086192118
user830,movie8,2.173332741
user831,movie28,4.044211129
user832,movie10,1.459470561
user833,movie14,4.333676558
user834,movie21,1.974690801
user835,movie26,3.346452546
user836,movie3,2.674067216
user837,movie26,4.46275632
user838,movie30,0.014362272
user839,movie16,4.06930417
user840,movie8,3.159694626
user841,movie8,1.784211263
user842,movie1,0.357465496
user843,movie8,2.22719194
user844,movie18,3.488179651
user845,movie9,4.361832981
user846,movie18,3.657497386
user847,movie30,3.04203873
user848,movie23,4.018727507
user849,movie3,0.077397773
user850,movie10,2.965035312
user851,movie8,2.771727328
user852,movie19,2.927217849
user853,movie28,3.233265588
user854,movie30,0.511994673
user855,movie2,4.156440967
user856,movie21,0.609060287
user857,movie9,0.531696429
user858,movie5,2.601286992
user859,movie27,2.623900083
user860,movie25,0.762514205
user861,movie6,0.198456426
user862,movie11,3.578488113
user863,movie11,0.66244639
user864,movie21,0.732418748
user865,movie21,2.785173071
user866,movie21,4.220719483
user867,movie10,1.954618012
user868,movie12,3.986136193
user869,movie29,1.423649189
user870,movie23,0.310222487
user871,movie5,1.900964713
user872,movie9,0.261657542
user873,movie5,4.223191937
user874,movie13,3.976112241
user875,movie27,0.325676966
user876,movie28,2.785558756
user877,movie1,2.735009947
user878,movie14,0.118109351
user879,movie5,2.491211862
user880,movie26,1.043769009
user881,movie13,2.74147507
user882,movie25,2.454200514
user883,movie30,3.458504375
user884,movie27,0.388270888
user885,movie25,1.819338131
user886,movie5,3.251492703
user887,movie30,1.163025896
user888,movie30,4.358301441
user889,movie9,2.768582844
user890,movie4,4.883858317
user891,movie7,1.924683738
user892,movie26,3.542285673
user893,movie28,4.950576858
user894,movie30,0.219895639
user895,movie19,3.879926399
user896,movie10,1.240897516
user897,movie20,3.81122265
user898,movie30,2.995077487
user899,movie29,2.59298632
user900,movie23,4.95963966
user901,movie13,2.224308584
user902,movie15,1.398956053
user903,movie22,1.788313431
user904,movie27,3.071833349
user905,movie12,1.006510144
user906,movie20,0.102565571
user907,movie6,4.767057935
user908,movie4,3.66672678
user909,movie19,1.782491333
user910,movie20,3.618826713
user911,movie11,2.185759403
user912,movie29,4.744685806
user913,movie4,3.817190023
user914,movie16,0.948094655
user915,movie29,4.845655558
user916,movie14,3.687134711
user917,movie14,4.17224994
user918,movie13,0.627959036
user919,movie4,3.566580013
user920,movie7,4.459794829
user921,movie2,0.939485525
user922,movie6,4.394079115
user923,movie16,3.170582038
user924,movie16,0.474800656
user925,movie20,1.49801154
user926,movie21,0.651439646
user927,movie26,0.681329077
user928,movie30,2.11864615
user929,movie26,0.895436748
user930,movie29,2.398230149
user931,movie8,1.907376694
user932,movie14,1.58721697
user933,movie18,4.489167726
user934,movie21,3.846224202
user935,movie21,1.925843531
user936,movie24,0.907581849
user937,movie6,0.915909973
user938,movie25,0.079619065
user939,movie21,2.484514212
user940,movie21,2.615046534
user941,movie15,4.711364024
user942,movie17,4.121619031
user943,movie1,2.185267831
user944,movie11,4.143371615
user945,movie12,4.124260586
user946,movie20,2.955477465
user947,movie18,4.293568244
user948,movie19,2.961601354
user949,movie24,0.984024257
user950,movie12,2.294113386
user951,movie25,3.983412314
user952,movie14,1.594629773
user953,movie24,4.850846831
user954,movie24,1.319278699
user955,movie19,2.572937502
user956,movie8,2.675336371
user957,movie27,4.905650922
user958,movie11,1.977439264
user959,movie29,1.17671113
user960,movie25,2.1967069
user961,movie5,0.224791177
user962,movie6,0.58374292
user963,movie23,1.878051915
user964,movie5,1.141196974
user965,movie24,0.283431741
user966,movie18,3.627610733
user967,movie9,1.815062624
user968,movie13,0.233465827
user969,movie28,1.724786181
user970,movie27,3.232623659
user971,movie30,3.056857232
user972,movie17,1.707908822
user973,movie29,0.768691366
user974,movie18,4.028068904
user975,movie27,4.007726633
user976,movie2,2.955812974
user977,movie7,1.902992235
user978,movie17,4.98332545
user979,movie30,1.170217394
user980,movie29,4.61312738
user981,movie22,0.487298011
user982,movie17,0.831232747
user983,movie5,4.271389634
user984,movie16,3.416183997
user985,movie14,2.014475546
user986,movie28,0.934179859
user987,movie11,4.546875644
user988,movie21,2.294201178
user989,movie11,4.169723114
user990,movie29,4.702850517
user991,movie5,0.712127913
user992,movie7,3.214403216
user993,movie8,4.175759063
user994,movie15,1.661248707
user995,movie27,4.075035651
user996,movie19,2.109891734
user997,movie24,0.963943044
user998,movie21,1.725349443
user999,movie4,2.568670555
user1000,movie3,3.426071782
